,labels,sentences
928806,1,1
763264,0,somehow got sucked into being the model today and got ZERO paperwork done 
1149986,1,1
755385,0,Went and saw the boys on a working fire. Still off on medical  
1316920,1,1
915867,1,1
699962,0,And its raining again today 
925730,1,1
1339766,1,1
1123264,1,1
1598540,1,1
762859,0,"So Jon and Kate are officially divorcing  , Those poor kids have become a product of Reality TV Their lives will never be the same  !!!"
350834,0,@meganhilton She doesn't know unfortunately 
761802,0,Forced to watch politics.  Every channel!?! Guess I'll crochet in quiet.
1552576,1,1
1368399,1,1
755639,0,@LaurenConrad I Wanted To Come Todayyy 
1580335,1,1
540767,0,still phoneless  off to hang with @anderson_eric. if you so wish to speak to me...call his mobile! it works!
567614,0,@_ashleysays  ur right.
199458,0,@patriciannroque holy crap! uh oh.. i think i've made a bad impression on them. 
645988,0,working on symbian 
839556,1,1
714102,0,I still have hella hw. SIGH 
44265,0,Freaking hot!!! 
876088,1,1
604898,0,please keep everything crossed-results day approaches 
604544,0,At work.  This is my last day with Human Resources.  
1218269,1,1
1259662,1,1
262883,0,@ali_223 be happy it will get better soon ya no y cuz u r n the @dpiercexxx fan fam n if it dont ill come do a silly dance 4 u 
1378810,1,1
324765,0,Fingers crossed my job doesn't run away  X
1561492,1,1
1342035,1,1
999542,1,1
209999,0,"@dubbayoo  Stupid pubs and their lack of veggie fare. Now I'm even more hungry, may have to raid cupboards."
467584,0,I'm just tired in multiple senses of the word 
603901,0,suffering from uber headcahe.  dang!
431428,0,@smoore528 what about candle in the wind? 
871915,1,1
671916,0,lmfao..@ChooseJuicyx2ii girl i been goin to the pool every damn day. knowin my ass cant swim! hahah but i never been to the beach before! 
118290,0,@aplusk Haha about the ding dong ditch in Atl!!! They got Kutcherized!!! Wish I had been there 
314196,0,"ARGH!! ITS ONLY 7:30  I'm dying to explain my heart to you right now, theres so much on my mind it's tearing me apart, i'm falling for you"
1074191,1,1
1070945,1,1
354163,0,is going to bed now. big day tomorrow 
396502,0,"@karlroberts You do know that The Sims 3 runs on Mac? I have it on my MacBook but since my RAM isn't good, it lags, alot "
1224491,1,1
832086,1,1
136210,0,"In other news, leg cramps in your calves hurt. A lot. "
722406,0,'s photoshop trial expired 
289925,0,@ladyjordank Enjoy it. I miss our bathtub since we had to have it taken out for mum's walk-in shower 
590882,0,"First movie to ever make me cry  fuckin' record gone to shit, THIS IS WHY I WATCH HORROR MOVIES!"
1499483,1,1
1394,0,I think im coming down with something. 
700994,0,This headache won't go away 
712194,0,@joz 's BBQ...i wanna get in the pool but no bathin suit that fits 
236883,0,also 2007 would have been the perfect history essay paper 
1179746,1,1
1316112,1,1
1571941,1,1
59016,0,Time to drive home 
673123,0,"full flight. scored an aisle seat, but yet again no wifi on my southwest airline flight. "
1404486,1,1
960619,1,1
419943,0,"@BendyyStrawz waitt, mikey isnt on "
1422544,1,1
4868,0,this is siiiiiiick. my server wont lemme go to YouTube  *sigh* i might be on a YT break for a while.....idk.
1582216,1,1
371235,0,@laynerea No there wasn't.  I like cake so this saddened me. I haven't had cake in quite a while.
1176326,1,1
1535700,1,1
295995,0,finally has his vehicle stickers....2 hours later 
684428,0,this cab is too light and watery. i think thats why i dont really like cab.  i prefer some gusto in my vino
598720,0,#gokeyisadouche is now #gokeyisabigot #gokeyisabigot #gokeyisabigot before that gets deleted ...  #gokeyisabigot
486225,0,dudddee my computer is being totaly slowww 
70575,0,@duckie_kate @LilithHecate Why aren't either of you online to distract me right now? 
248542,0,"In need of some loving, hasn't seen any of her friends today  Well I did, but it's sunny, I should be having fun. Saw Freya, Gabe&amp; Robbie."
584898,0,@Cwluc If I have enough money! I can't seem to save anything 
167784,0,Really disappointed I can't make it to bloomington for @sproutbox launch party tonight  if you're around you should check it out
1101306,1,1
725700,0,Dr*nk @ a oizza shop eatn sub ways wit @tempietemp hjad soooo mxuh fun so sad she leaves me 2more  
227596,0,"Sore Back, Ouch! "
1460809,1,1
382552,0,uh man .  dropped alot of positions . from 40 to 50 . out of 89 participants 
669960,0,Mad bored 
575079,0,FAILURE. Someone bought my Drop Dead t-shirt 
1469671,1,1
840313,1,1
759950,0,"colleen's house with katie, then basketball in walpole and driver's ed "
962621,1,1
1157364,1,1
881356,1,1
960868,1,1
1494646,1,1
1569583,1,1
397099,0,Sims 3 i want it too 
272213,0,my burnt arm hurts  im an eejit &quot;i dont need suncream jen im fine thanks&quot; grrr
1020471,1,1
977910,1,1
1508836,1,1
375500,0,I don't have a day off till wednesday  I'm tiredddddd
987479,1,1
1490809,1,1
1460001,1,1
257856,0,@ butterbeanbee Whyy 
982694,1,1
1283302,1,1
1314488,1,1
515350,0,I have a Dr. appointment today   &quot;Cry with someone. It's more healing than crying alone&quot;
1050335,1,1
1091900,1,1
1045757,1,1
1224216,1,1
19461,0,@saintcreaghzy @Sylviiarh @lolmonsters What are y'all talking about? 
378147,0,i'm very upset that john krasinski's new movie is rated R. poop 
673504,0,No autograph sign ups tonight 
63710,0,@drogue_couture I know all too well how that is. 
9994,0,Why cant people get it in there head that ive changed my name to castiel windsor? even worse they can't even spell it half the time 
1105992,1,1
376746,0,"@shifty_win - twittering again?? I'm waiting for leo, we're going to my cousin's place today... and it's raining..... "
388660,0,Finished 2 papers. Uh...yay. Gazillion more to go.  I'd rather be reading Sookie Stackhouse books. So need to get my hands on the boxset.
890435,1,1
192778,0,@HOTTVampChick nm  I'm a super geek and wil wheaton is like.. Our idol. Next to Joss Whedon..
1305683,1,1
17361,0,jusss came back from the worst partyy of my LIFEEE ! ugh &amp; i saw ppl i didnt wanna see... im sooooo sad 
1231220,1,1
662169,0,I'm so bored at work!! Did all my work now I have nothing to do 
226317,0,"Just upgraded to the latest version of Iji, and the game is unplayably slow. Of course, the old version isn't up for download... "
711456,0,"sierra mist, cheetos and grandma's mini sandwich vanilla cremes. can't move my mouth "
1180278,1,1
1016032,1,1
1042353,1,1
1321986,1,1
83200,0,"OMG, I am here FINALLY!!! I was out and having fun tonight, forgive my absence  Let's get this!!"
548514,0,is scared of thunder  wishes she could cuddle with her amazing boyfriend.
1285818,1,1
370912,0,What did I do wrong...  I want this to link to my phone... imma try again
1558975,1,1
350249,0,@marichelle that would make me cry 
114726,0,argh i need to attack my  coffee pot... so sleepy couldnt sleep last night &amp; whenn i finally did sleep was dreaming   *Jessi Ann*&lt;3
131833,0,"@himynameisivy the recipe calls for 1 cup of water only, but i accidentally used 5 cups. i was better off drinking water. haha. "
405418,0,Hey @dkirkley1215 ... You know what else is frowned upon? Being a giant pussywussy. Sucks for you. Big frowns 
634701,0,Whoa! This is early... Already been woken by the sun  time to fit more sleep in please!
1085171,1,1
429830,0,A vital day of studying has completely come to a halt coz of the 2 temples blasting &quot;bana&quot; all day long 
402694,0,devastated...far too much pesto...misjudged 
1250029,1,1
746444,0,Still tired from the concert last night and the after party!!! 
270556,0,@webgnu  it isn't defective at all is it?
107978,0,@kol1986 I'm invisible... 
1566586,1,1
1180162,1,1
486982,0,eating trix yogurt is very difficult 
788570,0,"@jeminabox HA try running a 2 GB PST over a network, and see how your day goes then. Shakes fist at Microsoft "
1270427,1,1
1052974,1,1
584355,0,omg i hate this movie it sucks 
1167425,1,1
703309,0,"translating: Nick J is dating Miley Cyrus. Who let this out was his brothers, Joe, in Larry King! :O &gt; "
1427271,1,1
485862,0,@hiracdelest hopefully not 
400865,0,@mynameiscal I'm doing nothing  I'm DEAD BORED. Tell me what to do.
1479332,1,1
1188350,1,1
1575271,1,1
498301,0,Playing in the OS X Console: can't see any errors for en1 and no relevant errors for airport.  So no answer there.
842637,1,1
385262,0,Wondering where all the nice weather has gone. 
1251639,1,1
421638,0,Very sorry for missing your party hannah  i have a card for you. Im saving all my regrets for tomorrow. 'night world.
912056,1,1
1094861,1,1
902061,1,1
96419,0,I need a ride to school tomorrow.... 
784324,0,"KNOCK KNOCK.....Me: Can I have my eyes back?  Eyes: Just open us, damn fool!       Sunday Morning Feeling.....  "
571433,0,"dream, why cant you be real?... "
1450107,1,1
286805,0,@JonRouston wassup Jon ?? 
1061652,1,1
942536,1,1
325258,0,"Ok so the eye is getting worse, me thinks a trip to the hospital may be in order "
470282,0,Totally Chilled! Digging the ES New Album. Town today anyone? Wish my PC would run the sims 3 
1387981,1,1
895774,1,1
1032812,1,1
943916,1,1
909854,1,1
227161,0,I saw the Back To The Future Dolorian parked outside theater in Hollywood. Tried to take pic but missed 
127179,0,feel like banging my head on the monitor here in front of me! there is a freaking #COBOL code that is acting up and fails to behave! 
43028,0,@bgt1 well we know what kinds of sites you hang out on now. 
1006083,1,1
55891,0,"Yall, My Daddy Is Getting Married Tomorrow.  Daddys Girls Feel Me?..? I'm His Favorite Girl..!! FOREVER."
1507503,1,1
1491017,1,1
409563,0,@Jonasbrothers special international people 
677089,0,cant find 2 of my friends on Twitter! 
1048141,1,1
571301,0,@jeffparks all my pod casts got wiped out  i messed uo my ipod. hopefully i can recall what three i have not listend to.
610043,0,"yes' the sun is back! one day left for summerbreak. i'm so excited, but it is kinda sad to "
450686,0,Beach is awesome! I luv everyone here! And I miss jrdn 
186270,0,Good bye everyone I'm off to hawaii for a week and I won't have my phone so no twitter 
297759,0,"@CarolBomb Murr...I really do need to work.  I sorry! I'll make it up to you, somehow....GO READ THE STORY. That's something to do!"
683298,0,uuuhhh bored...now holiday but i'm not going to anywhere 
738815,0,is tired of Hawaii already! I just really want to go back home  i miss my love way to much! the distance really hurts.
11103,0, NOOO!!!!!I hate when this HAPPENS!My mom wasn't able to get the paper sighed and now i cant go skate with my friends in NH. (boho)
478797,0,is down with fever 
188339,0,NO 1's Laughin' with 
101601,0,@djzinc  eeeek... why is it not on the rinse.fm podcast?!! 
1263601,1,1
1247748,1,1
920830,1,1
935138,1,1
184801,0,we're trying to get the fire in our pit going but the wood must be wet  very slow process - i am starting to fall asleep waiting
829848,1,1
480532,0,is rubbish at Twitter and hates the thought of work in 3 hrs 
94672,0,K'Jon - On The Ocean... aaand I'm already missing the Chi  Must. return. asap. :| as in possibly late 2G9 *crosses fingers*
133767,0,@TheFatJew  can it only be done on sundays? i might be going to hell now though i do that every day 
266682,0,@bethie138 oh well that's alright then! But that means you won't be able to talk to me when I wake up  boooo
1497477,1,1
917449,1,1
761937,0,Good Morning Rain 
689686,0,Needs to go and get a new laptop but can't be bothered to move 
979363,1,1
122472,0,"Headache, nice way to begin the day "
655712,0,Can't believe I jus ate a 5 dollar foot long and I'm still mad hungry 
251292,0,missed episode 12 of Dirty Sexy Money last week and can't find anywhere to watch it online arrghhhh 
897434,1,1
1287355,1,1
1163216,1,1
485707,0,Just had a ricdiculously long and amazing nap. Just realized I slept through my hair appt. 
1337019,1,1
651143,0,stuck in rush traffic 
330574,0,"@elisedupre Oh no, you make me feel like a real piece of crap...guess I deserve it  I gotta lotta stuff do to, which is the lamest excuse!"
1124228,1,1
1271674,1,1
526211,0,could really use a Date Day right now. Ugh. 
1560093,1,1
1144103,1,1
871673,1,1
347877,0,gettin my things packed for mermaid-styles again ;) - iÂ´m tired 
765141,0,Am I cynical for thinking &quot;no student of history can have any doubt that the direction of mankind is towards greater freedom&quot; is naive? 
862585,1,1
388326,0,"I always feel &quot;dirty&quot; after OB Dr visit. I've been touched, poked, left cold nakid, alone in nothing but a gown.  "
1491291,1,1
1088805,1,1
1341890,1,1
813371,1,1
803297,1,1
1567788,1,1
1035089,1,1
473727,0,@YoungMickey awwh  well I hope you feel better soon! Get lots of rest
381326,0,Hating the fact that so called &quot;Fans&quot; are constantly hating on Kevin  wake up people he is completely &amp; utterly gorgeous &amp; amazing - â¥ KJ!
1528519,1,1
455588,0,got back from canoeing. Now in excruciating pain. Paddling through 8 miles of water for 5 hours can really hurt. I miss Falleen already 
1291573,1,1
573036,0,What goes around comes back around 
794987,0,trying to take a drug test and i cant pee  i been here for an hour
1416885,1,1
1263331,1,1
772603,0,"@CrypticIrnAngel Unfortunately, I didn't get any email.  "
896545,1,1
67607,0,@aircraftloves72 NO! We're still driving home! Haven't even passed Bakersfield yet. I do hope he's ok though 
177084,0,@KidFury I dont see it? where do u see it listed at cause I dont  
107334,0,SAD;; I've never met a guy like this before. I really lke him. But i think hes mad at me cuz he thinks i lied to him... 
1156595,1,1
384407,0,OMG  I just drove by a dead moose  There was a cop atempting to get him into the back of a pickup truck by himself. Good luck with that.
1196270,1,1
7053,0,@springsteen the links have been disabled at &quot;the Simple Man&quot; site. 
1240811,1,1
11033,0,@chamila aiyo! chaa max.. I was waiting for IPL matches.. 
153394,0,AWW RIP Dolla and Exodus Tyson  soo many deaths. Dont take life for granittt!!
1269047,1,1
1345948,1,1
887333,1,1
875292,1,1
135252,0,@replete I already have them   Doesn't work sadly.  I have strong strong ones but makes me sleep but I'm driving so can't use them 
180376,0,should i go out? or stay in? tomorrow im going to get my blood taken 
533535,0,has the ambitious task of removing around a kilo of blu tack from his walls 
110508,0,Rained off cricket already for me today 
237095,0,"so i did no homework this weekend, im so fucked  and i have an early tommorow. hello 7:50 class :'("
456497,0,is back at work yet again. it's like i like here 
1114757,1,1
1381854,1,1
640775,0,Coldest day in the office and I forgot my jacket. Am going to freeze to death 
1217758,1,1
612295,0,@Stitch_K  That would've been rad 
661538,0,wants to buy his ticket for @thePROJECTscot online but cant cause he has no printer  #theproj
1127727,1,1
1421004,1,1
1112347,1,1
935630,1,1
49724,0,In ccd    ewk
1365668,1,1
79134,0,"@hilaurenjohnson PICK UP YOUR PHONE, I need the scoops! "
1245793,1,1
1480161,1,1
787196,0,"Holy crap, I have a mosquito bite in (one of) the worlds worst spot(s)!!! This is absolutely no good, folks. Going to make sittin a pain "
1215573,1,1
205702,0,"@carlosftw okay, ty! (: i really dont want Suan to win, but it's so obvious she will. its just a shame as shes already got her fame!  grr"
1521720,1,1
231797,0,@karstvdw Hi there ... considering the millions of twitterers I seem to know only two 
405891,0,Too bad the weekend is almost over... 
777125,0,life sucks i need someone that would care for me 
905786,1,1
491360,0,nice night dampened by horrible news 
1261793,1,1
1560080,1,1
1272044,1,1
379882,0,My head just got slammed in the wall  I can't do none though
684334,0,i need a new cell phone... mine is dying 
94332,0,so incredibly bored. and cooooooold. 
549432,0,"camera broke during lil sis' grad, took FILs' camera to cabo and ended up shooting all pics in multiburst mode.   "
847630,1,1
413427,0,I'm so sunburnt  I look like a lobster!!! It's awful.
1586397,1,1
112360,0,I am board and there is skool 2moz  I can't wait 2 leave skool lol
687980,0,"@gilbirmingham oh no!!!! I just started following today and I soo thought you would do it  Oh well, the next challenge we shall conquer!"
38532,0,@BrittSteele ii was telling dre that I'm having a goodtime but ii really wish u had came along I'm super sad about that 
894855,1,1
19995,0,"Not much time off this weekend, work trip to Malmï¿½ Fri-Sat and today I have to go in to work as well.  But it's for a good cause..."
928131,1,1
726727,0,"@taylorr00lz  cranberry juice does that to me. damn, it's 2am and i'm starving. come down here and go to the waffle house with me!"
611949,0,"@ddlovato when does it premier on family channel? i hope your enjoying yourself in toronto, if your still here! its crappy weather though "
339018,0,"@astynes Okie day, enjoy. I'm so busy here. ugh "
289546,0,"Damn you, Facebook!!! "
760731,0,"@BlueHavanaII Yeah, I know. I'd like to be able to sneak away, but I can't. "
1400744,1,1
722483,0,@thatgirl_mandy aw that stinks  do u still like them?
72239,0,Find I browse the net a lot less. 
1370436,1,1
258422,0,why are yall unfollowing me 
279030,0,@mileycyrus is this the last season of Hannah Montana????????????????? 
1362095,1,1
1070685,1,1
195805,0,"There is a problem with #Steam Community  , could be the servers. I'll have a go on the Left4dead modding tool"
89486,0,I had some really weird dreams last night - mostly about work 
819582,1,1
1000832,1,1
421318,0,just got back from a party  had soo much fun...but i gotta work on a LOT of hw tomorrow 
447968,0,@ellaxceleste lol lo siento basia i had 2 do all the skool work i procrastinated on during the week 
420634,0,I think I'm gonna leave CB. They've made some dumb decisions. The mods are always on power trips. 
333938,0,@mickbetancourt ok maybe I don't want to be friends with you 
1541329,1,1
235112,0,"@dreamoscope But the books I need have no previews!  Seriously, what's the point of asking us to regurgitate other people's work lol?"
213695,0,It's not my day  no good cards in poker...
472885,0,Argh damn you sony vegas. *cries* it crashed 
467295,0,Last exam today!! Then I'm home free for a whole 36 hours. After that... back to work  
918768,1,1
1307114,1,1
1104188,1,1
888750,1,1
1391360,1,1
611139,0,@krittwit oh bb.  I had dreams about Frankie helping us survive a zombie plague - I will send him to cure your headaches! &lt;3
1111739,1,1
5170,0,im scared to go outside....its COLD today. Too bad I already put away all my winter clothes 
1484792,1,1
1566498,1,1
310249,0,Hate having PMC... It injures my body 
767663,0,"@smorgs87 let's just say, boy needs PJ, FAST lol "
1109466,1,1
856456,1,1
821849,1,1
962501,1,1
231580,0,"@JoBrosGirl haha you mixed it up, honey.  Twilight is on Saturday and @ashleytisdale is Friday! See you there^^ I dunno what to wear "
268400,0,@SpaceySarah oh noes! ur headaches suck 
444298,0,no picnic today    buuuut movie night tonight!
539129,0,"watching Sox/Cubs game. pleeeaseee rain, stop "
1312133,1,1
338379,0,First night of my guinea pigs living outside. Im worried about them  
729329,0,AW MAN i have work tomorrow morning 
893452,1,1
664456,0,@BlacKnightBK I was anti music that day. didnt wanna deal with it all. wish i woulda went 
1243182,1,1
1005600,1,1
1458356,1,1
1170946,1,1
135777,0,@stuherbert That sucks.. BR only guarantees same day delivery 
1170248,1,1
132086,0,"@happikali It's not finished yet. But, I'll send her a message.  sad news. Hopefully she gets better overnight."
833867,1,1
979127,1,1
95583,0,KRIS AND ADAM ARE IN THE FINALS.... DANNY IS GOING HOME SWEET HOME 
1360729,1,1
1182424,1,1
1208526,1,1
1386937,1,1
1077023,1,1
17089,0,ive got 71  i feel NOT loved
1293731,1,1
185312,0,@whitechild  I WISH YOU COULD PLAY! WERE FUCKED WITHOUT YOU. OH SHIT...IM GOING TO BE RUNNING A LOT!
1552301,1,1
968036,1,1
279352,0,Went out and rode the Eagleman course yesterday....was windy and hot! Just like usual then 
569398,0,@pdame Yes...home alone  NHL Awards tomorrow in LV plus I have two people from YVR visiting this weekend - so I'll be busy!
855723,1,1
442449,0,In a funk I cant seem to snap out of....BLAH! 
541674,0,is now missing him terribly. a part of me left with him last night. now my bed is empty on one side. 
1099759,1,1
1050572,1,1
523692,0,I'm waaaaaaaaay too much stressed 
1195517,1,1
1473685,1,1
1425839,1,1
931416,1,1
1356203,1,1
217234,0,@yostt checking e-mail b4 going to church. Checked space A flights.There r none up to Tuesday 
291849,0,@disko_d its late. im leaving my house. my brother didnt friggin come right back home like he PROMISED!  so im on the fence ab comin over
78663,0,"done eating  it's 10:30, i think we're leaving for pasig. "
470449,0,I have to leave for work in one hour and I've been up all night. Crying. 
1428905,1,1
862614,1,1
1501309,1,1
73496,0,I didn't frickin know Bea Arthur died! That's so sad. 
1519643,1,1
816597,1,1
103105,0,I hate ie !!! All my work looks like crap in it 
828402,1,1
1590282,1,1
270760,0,Where did @MikeWeatherly go? I checked for @MichaelWeatherly since he said they'd change it soon but at the moment neither of them exist. 
148012,0,@stephleooo cant watch greys anatomy on my com WHYYY 
383234,0,Mom's eating chocolate fondue.. I'm looking away from the choc 
1437666,1,1
884003,1,1
933206,1,1
1080389,1,1
959189,1,1
1595359,1,1
1266361,1,1
218533,0,@bubblegumneko I just got it! D: I'm not in good enough standing to invite you! It'll take a few weeks. 
395551,0,@ThePISTOL haha nice. I want to goo  Im at camp when you come near Jersey. &gt;.&lt; Ohh well. Have fun on tour! &lt;3
1277431,1,1
437265,0,got a headache but just about to jump into a lovely warm bath...hopefully it will ease my head  (: .
70530,0,"slept a lot over the weekend, its almost 11.30 pm and not at all sleepy  and gotta work tomorrow!"
601086,0,another day without real internet connection 
1564663,1,1
1151270,1,1
755471,0,"@jessiekaiser That's scary, I hope you hear from her soon, bb. "
384145,0,i am loosing my voice 
1203184,1,1
422284,0,hi everyone i really want to see the saturdays this month but i cant 
1367550,1,1
248875,0,may 31st and we had hail this afternoon......poor lil'plants in the new garden 
13725,0,is dreading 6:30 when H.B.I.C. wants me to shave her a landing strip.  
79511,0,"@SaschaScarpulla yeah, I see you, but I was discussing things and asking questions, and I didn't get any responses...I was feeling lonely "
1359535,1,1
990654,1,1
1590330,1,1
1482840,1,1
1206554,1,1
1014713,1,1
316921,0,on bebo whilst my back is dying 
1429556,1,1
35972,0,"@brockter Nope, it does not work.  Terry, you are having a major LINK fail."
508208,0,Cousins (and their fathers) are  asking for TF2 advanced tickets. Duh ! I don't own the cinema 
1054824,1,1
254732,0,"my head hurts. i want to dress like wendy for the jb concert, but i have no peter pan "
1509624,1,1
404522,0,@spunklvr im sad because we have no news....i spend the whole freaking afternoon doing laundry lol...a boring day for me 
966785,1,1
474529,0,Its not even 6am and im awake.... someone help me  ughh
544310,0,xbox...*tear* overheated 
1416554,1,1
100360,0,Only two hours of sleep last night;  and was in the gym by 5AM this morning.
974992,1,1
1045041,1,1
1377550,1,1
1313223,1,1
283033,0,"Summer School or Barcelona?  If I go to Barcelona, I will fail my class...can have that on my gpa :\...no traveling for me  "
1450941,1,1
1403149,1,1
33720,0,"@Bwilkins hey, I'm really sorry to hear about your grandpa. That's a horrible loss. "
653678,0,@Prettyjilly Yes im ready to twitter again!! lol thanks for shout out ..lol muahzz luv yaaaaa!!! and misssss u 
1547620,1,1
109346,0,@ThomasGudgeon My cat woke me up :-D And then I found out the electric had gone with no Internet! 
1023327,1,1
700073,0,Just landed in NYC! Missing the sunny weather and home already 
491861,0,"Bed might be a good idea for me right about now, I had have a full on nap this afternoon I was that tired "
529194,0,@McBel  missed it
855320,1,1
901316,1,1
666911,0,"@theblairbutler Nice work, we get comics with 1 month delay but i  enjoy hearing your reviews! I get Invincible in TPB so had to skip "
455267,0,Im fucking screwed. Lyli got grounded and i cant get a dress from her so now i have nothing to wear to graduationg. 
295348,0,@flytographer wow no need to call people (us) idiots ... We just admired you ... you have becomed mean 
592104,0,I hate being at home. It's so boring and lame. 
467108,0,Heart broken 
1241717,1,1
564416,0,so sick of having a sore tummy booooooo 
1317069,1,1
1046415,1,1
426367,0,"@sannie79 yeah iÂ´m a long sleeper...when i can ;D have a nice sunday too, have to work "
1265602,1,1
1268897,1,1
134594,0,Shut your face darren!  yes I did
14974,0,burning flesh smells good in the morning...ouchies got the sun burn real bad!  
1290998,1,1
1100548,1,1
326088,0,I'm going to miss you French fries with extra salt and ketchup 
691816,0,jus woke up goin 2 work soon seein sashka but i still can't get that one thing outta my mind 
1242458,1,1
830084,1,1
107200,0,Ahhh pop concert is over! Now chillin with friends...but I feel left out! 
1121616,1,1
394115,0,@Madsoli im sorry...thats how i felt w/ mads.... 
127190,0,"Meanwhile, Patrick announcing he's not attending the gathering?! :O I hope this isn't true. "
1277670,1,1
976336,1,1
1066598,1,1
725195,0,airplane with my hannah joon. my neice is going to take over the world someday. in the worst way possible. i don't want her to go 
931676,1,1
359184,0,thinks that school is VERYYY stressful at times.. and is not looking forward to her many exams  .. Looking foward to the weekend though xx
1149253,1,1
112260,0,@claireyjonesy noooooooo  i miss them mini melts  next time i will get a different flavour lmao love you xxxx
1359027,1,1
695185,0,ergh. i think i might actually be running a fever 
399252,0,last day in como. too bad it was rainy 
1129121,1,1
786129,0,Have received the nearly â¬2k refund from my Irish pension contributions! Alas it is all earmarked for other things 
469975,0,Back breaking search for MBA scholarship / funding 
1379732,1,1
539827,0,@MDeFunk We dream of the days at Leesylvania Park... duh. 
534362,0,Driving by the beach during summer is not fun...when you are on your way to work! 
251044,0,"@Boogaloo1 yes, very nice weekend apart from losing my cricket match today which has put my in a rather foul mood. "
55919,0,is off to dinner to say BYE BYE NAJEE!  tear*
470520,0,now im on crutches. wahhhhh  this aint fun
108064,0,@swai0515 asked to do paperwork just before about to see a movie?! that's cruel... 
1336453,1,1
935312,1,1
563116,0,has a sick kitty... 
1212320,1,1
1179890,1,1
240639,0,note to self: please put toothpaste on burn/scalded skin once it is burned/scalded and not wait because it hurts now 
1097198,1,1
1438834,1,1
1367631,1,1
824214,1,1
358191,0,My VACATION is in full effect now!!!!!!!!!!!!!!! Wepppaaaaaaaaaaaaaaa.... Ughhhh....where's the sun? 
1003034,1,1
752973,0,"Plant:   My soil is dry, its only 8% wet!  I was watered for 33 sec. My soil is now at 77%. I'm good "
311512,0,@ihatecrayons Aww I&quot;m sorry  We saw it last night and I thought I was going to cry during it but I made it through miraculously
593225,0,@musicislife90 that is exacctlyyy what i saiiid  
1050378,1,1
915147,1,1
1068519,1,1
195735,0,"@Emma_B_x3 Omgosh, you go church. I never knew that. I'm Not watching the movie its bad quality  Drawing Taylor Lautner instead. xD"
913021,1,1
342023,0,@animesh1988 :mesha! gtalks been  blocked  at ps da   am stil in hyd will be here for quite some time i think.where are u interning
1142439,1,1
932592,1,1
1283750,1,1
576524,0,I think i'll just wait for bella to realize i'm more comfy than the blankets.  She looks so cute when she naps tho.
315625,0,@Smallzy i had to sell my pink tickets 
491083,0,"Oh shit thought i done it, now my photo is just a bloody red x "
1032555,1,1
348751,0,"@SzF_Stylist Honey! Im bored with twitter, few friends use it so its not that exciting  Hows things goining with the exams ? Good luck!!"
33554,0,"@jeffgerstmann Buses in london are renowned places to puke on, its an englishmans duty to defoul anything public. We're animals "
1240707,1,1
319704,0,@Jenaleesa i know it sucks  i cant think of anywhere else thats 24 hour around eaither
905239,1,1
135800,0,Nothing 
459137,0,"lost my iphone.  or it was stolen.  either way, "
838459,1,1
1119239,1,1
1437546,1,1
966030,1,1
1031295,1,1
811104,1,1
750756,0,"She killed her by hitting her like a bunch of times then the little girl went to sleep and didint wake up...  That's so sad,,"
1080893,1,1
1214397,1,1
1242205,1,1
1373940,1,1
694862,0,Why did Dan black ruin the Starman tune 
1138344,1,1
610768,0,My neck and back are killing me and I thought sleeping on my comfy new couch would help but it didn't it all still hurts badly 
961985,1,1
546631,0,"@ddlovato i would love to go see you for my b-day tomorrow, but you're nowhere near where i live!! "
1239398,1,1
776663,0, transformers was sold out 
1519929,1,1
1247041,1,1
1321940,1,1
277468,0,"Bought Sql,Pl/Sql by Ivan Bayross !! Have 2 study now "
613972,0,just got done with my last workout for the week!! yayy 3 days off then monday again 
1240270,1,1
1164182,1,1
148611,0,@TroyStith I can't get any 
1518709,1,1
624394,0,read d news bout tr knight leavin'...n i wntd him 2 stay 2 c wat wud hppen after he gets through getting hit by a bus 
270385,0,Waves good morning to her special friends xx hope you have sunshine cause we sure dont been raining 3 days  back to  work for me
818914,1,1
1328686,1,1
894724,1,1
15599,0,Bored  miss my boo 
1462642,1,1
1160352,1,1
575003,0,"@twitrbackground hi guys! just got your awesome background! But can't get my pics to show in whole, just a part  help!"
1094177,1,1
56562,0,"You've got to love the internet! Hatton fight downloaded in minutes!! Oooh look, who's that jowly cock in the audience? Oh, It's P-Diddy "
439030,0,"I have a dream, but it is impossible and will never happen, just like all of my dreams, they are all impossible "
713862,0,wants to go to the mmvas soo bad! looking at the red carpet pics from last time!I dont want to wait a year  who knows if gaga will be back
869673,1,1
1107992,1,1
457770,0,@2jules7 NO! Please don't do it Jules  what's a conch?
733365,0,"Looking forward to todays F1 race, even though Button's not starting at the front of the grid... "
638871,0,@dannygokey yah least your not in wisconsin but if u r really bad storm 
1528277,1,1
358760,0,i didnt wake up early enuff for my work out  stupid me...now im gonna be at wrk alll day no workout no energy  saddness.
1513531,1,1
715408,0,@b_club probably couldnt get it shipped to Ireland anyway 
189874,0,@captainboo No doubt! I can't listen at 2.  I'm going to cry! But at least there is iTunes! Yay!!!
1595469,1,1
708173,0,@csiriano 24 Prince is amazing! If only my boyfriend didn't have a parasite from the amazon 
1418361,1,1
696310,0,"@PandaDong If I wasn't leaving to go to Columbia in a few hours, we'd be there  I'll let you know the next time I go...potentially 2mrow?"
571607,0,It amazes me how little faith my family has in me. 
220674,0,".. very disappointed in the Cavs ... Playing terribly. Either the team wakes up quickly, or its over "
